category,product_name,vendor_name,product_capterra_url,url,rating,total_reviews,description,image,_source
Data Management Platforms,Oracle Data Cloud,Oracle,https://www.capterra.com/p/210747/Datalogix/,https://www.capterra.com/p/210747/Datalogix/,4.5,2,"Data management platform that helps businesses capture, analyze, and store customer and marketing data in a centralized repository.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/7004dd89-dfd0-4df0-b68f-cf4af245258b.png,https://www.capterra.com/data-management-platforms-software
3D Cad,Vi BIM solutions,swp software systems,https://www.capterra.com/p/248591/Vi-BIM-solutions/,https://www.capterra.com/p/248591/Vi-BIM-solutions/,5,1,"On-premise solution that assists with planning, presentation, quantity determination, calculation, construction time planning and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/85fe39c7-9ed7-4385-98fa-42b192e069d7.jpeg,https://www.capterra.com/3d-cad-software
3D Cad,ZUB Studio,ZUB Studio,https://www.capterra.com/p/203462/ZUB-Studio/,https://www.capterra.com/p/203462/ZUB-Studio/,5,1,One patient - one file! Easy digitalize your dental practice. Collect and store all 3D models of a patient superimposed!,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/a60858f8-f994-4170-9654-f80b31694c9a.png,https://www.capterra.com/3d-cad-software
Church Management,SmartChurch,Gresham Hill Management,https://www.capterra.com/p/133127/SmartChurch/,https://www.capterra.com/p/133127/SmartChurch/,4.9,16,"The Free Church App provides calendar, member directory and more or pay $10 / month for livestream, giving, & push notifications!",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/6b3aaffd-bfda-4607-b175-bc74d4f1957b.png,https://www.capterra.com/church-management-software
Demand Side Platform (Dsp),Platform.io,PlatformIO,https://www.capterra.com/p/219832/PlatformIO/,https://www.capterra.com/p/219832/PlatformIO/,5,1,"Scalable Real-Time Bidding Platform, Simplified. Reach target audiences and maximize revenue.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/9e77ac18-e7bc-4f8b-bd2e-89127d307f9f.png,https://www.capterra.com/demand-side-platform-(dsp)-software
Church Management,My Sermon Notes,CT Software Systems,https://www.capterra.com/p/189444/My-Sermon-Notes/,https://www.capterra.com/p/189444/My-Sermon-Notes/,4.8,16,"My Sermon Notes is an interactive church app promoting digital discipleship. Fill-in-the-blank sermon notes, announcements, and more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/78627805-26f0-4c40-aba5-699e6d4ed85a.png,https://www.capterra.com/church-management-software
3D Cad,3D SLASH,3DSLASH,https://www.capterra.com/p/200966/3D-SLASH/,https://www.capterra.com/p/200966/3D-SLASH/,4,1,Highly accessible and intuitive 3D modeling software,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/b0402318-cd3a-48b9-9145-ddab9a47f434.png,https://www.capterra.com/3d-cad-software
Demand Side Platform (Dsp),DecenterAds,DecenterAds,https://www.capterra.com/p/10003179/DSP/,https://www.capterra.com/p/10003179/DSP/,4,1,Demand side platform that helps brands advertise and manage campaigns. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/3fccf9e1-0577-4cdf-b061-3ea2c5d3d4c9.jpeg,https://www.capterra.com/demand-side-platform-(dsp)-software
3D Cad,Zea Engine,Zea,https://www.capterra.com/p/238867/Zea-Engine/,https://www.capterra.com/p/238867/Zea-Engine/,4,1, Bringing technical communication to life. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d7e65b58-b355-4e05-9427-21b15e5104aa.jpeg,https://www.capterra.com/3d-cad-software
Accounting,Cashflow Manager,Cashflow Manager,https://www.capterra.com/p/111640/Cashflow-Manager/,https://www.capterra.com/p/111640/Cashflow-Manager/,2.8,43,"Small business record keeping software with complete cash book, invoicing and payroll management solution",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/21a6c0a7-e4a5-4e5f-ba92-ef245bbfadd7.png,https://www.capterra.com/accounting-software
Church Management,Here I Am,Here I Am,https://www.capterra.com/p/214384/Here-I-Am/,https://www.capterra.com/p/214384/Here-I-Am/,4.4,11,Smartphone app that helps Churches stay connected and engaged with their congregation throughout the week. ,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/a7f253f5-410a-41af-8c8e-9fefeb4caf2c.png,https://www.capterra.com/church-management-software
Advertising Agency,CurrentTrack,Developware,https://www.capterra.com/p/121440/CurrentTrack/,https://www.capterra.com/p/121440/CurrentTrack/,4.4,11,"CurrentTrack is a cross-platform, web-based workflow management system developed specifically for ad agencies.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/61ab0345-e4f5-45fb-9844-ecae65b5c1ad.png,https://www.capterra.com/advertising-agency-software
Accounting,Alterdata Pack,Alterdata,https://www.capterra.com/p/197060/Alterdata-Pack/,https://www.capterra.com/p/197060/Alterdata-Pack/,4.6,33,"Ideal software for those who think about innovation and want to go beyond, but without failing to do the trivial in an excellent way.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/893c1335-ef9b-46d6-8681-661f84696e19.png,https://www.capterra.com/accounting-software
360 Degree Feedback,Circlefeed,Circlefeed,https://www.capterra.com/p/268180/Circlefeed/,https://www.capterra.com/p/268180/Circlefeed/,4.7,11,Circlefeed is the people tool that empower managers to create actionable 360? feedback assessments.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/b51e884e-5e0a-4d68-8fc7-6bdb47fe3e28.png,https://www.capterra.com/360-degree-feedback-software
Church Management,BCMS ,BONGAS,https://www.capterra.com/p/181886/BCMS/,https://www.capterra.com/p/181886/BCMS/,5,7,BCMS has been designed to assist Churches and religious organizations with structuring and managing of all Church daily operations.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d5bdcf6c-3710-4374-bf66-b23f46b5674d.png,https://www.capterra.com/church-management-software
Document Version Control,CVS,GNU,https://www.capterra.com/p/235531/CVS/,https://www.capterra.com/p/235531/CVS/,4,9,Version control system designed to help DevOps teams record the history of source files and detect bugs.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/edf7de3f-858e-4ccd-bae8-1ac762a80932.png,https://www.capterra.com/document-version-control-software
Church Management,e-zekiel,Ministry Brands,https://www.capterra.com/p/147930/e-zekiel/,https://www.capterra.com/p/147930/e-zekiel/,3,6,"E-zekiel helps you grow your digital ministry with online giving, website design, and church management.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ae555b83-c1d1-4854-94c1-63e78d91bcc2.png,https://www.capterra.com/church-management-software
Accounts Receivable,MeeKhata,MeeKhata,https://www.capterra.com/p/219032/MeeKhata/,https://www.capterra.com/p/219032/MeeKhata/,5,4,Simple yet powerful accounts receivable solution for finance and accounting teams of small businesses.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/fee60353-47ef-4d1a-b646-d3e54db90a6a.png,https://www.capterra.com/accounts-receivable-software
Church Management,Imagine Mobile Church,Imagine Mobile Church,https://www.capterra.com/p/143665/Imagine-Mobile-Church/,https://www.capterra.com/p/143665/Imagine-Mobile-Church/,4.6,5,"Imagine Mobile Church is a cloud-based, bilingual Church Management Software designed to make church administration easy.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/24123c2c-98ba-4ae4-81f3-979d43f27982.png,https://www.capterra.com/church-management-software
Church Management,ChurchWorks,ChurchWorks,https://www.capterra.com/p/88809/ChurchWorks/,https://www.capterra.com/p/88809/ChurchWorks/,5,4,"A web-based database solution for all churches including tools for small groups, new Christian follow up, online donation management",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/52327446-c019-46c7-8aac-582f5b6485cb.png,https://www.capterra.com/church-management-software
Accounts Receivable,Stripe Invoicing,Stripe,https://www.capterra.com/p/10003759/Stripe-Invoicing/,https://www.capterra.com/p/10003759/Stripe-Invoicing/,4.5,4,"Accounts Receivable solution that helps businesses create invoices, manage payments, handle receivables ledger and more. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/26107dc8-a4f7-4279-9fb4-1014cf33855b.png,https://www.capterra.com/accounts-receivable-software
Church Management,Asoriba,Asoriba,https://www.capterra.com/p/173023/Asoriba/,https://www.capterra.com/p/173023/Asoriba/,4,4,Web platform for church administration with an integrated mobile app for member engagement and easy digital donations.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/cc0ba030-9f27-44f7-9020-6756b87f5d74.png,https://www.capterra.com/church-management-software
Church Management,ChurchInfo,ChurchInfo,https://www.capterra.com/p/89754/ChurchInfo/,https://www.capterra.com/p/89754/ChurchInfo/,3.2,4,"A free church database program created with PHP and MySQL to help churches track members, families, groups, pledges and payments.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/a21c8940-b10f-4056-9ffd-ae41d5838fb5.png,https://www.capterra.com/church-management-software
Accounts Payable,XTBills,Circulus,https://www.capterra.com/p/149897/Circulus/,https://www.capterra.com/p/149897/Circulus/,4.9,7,"Business bill pay, document storage, AP workflow & data entry services. Syncs automatically with your QuickBooks account data.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/95163883-982f-40c5-ae7b-65abbaf0c57a.png,https://www.capterra.com/accounts-payable-software
Church Management,SeekerWorks,SeekerWorks,https://www.capterra.com/p/27409/SeekerWorks/,https://www.capterra.com/p/27409/SeekerWorks/,4.7,3,"Website to track your members and attendees, onboard your visitors, manage gifts/pledges, support your volunteers, small groups, etc.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/f10c284c-37a8-49b1-9a8f-fd1431d4bdeb.png,https://www.capterra.com/church-management-software
Accounts Receivable,Wowinflow,WOW Intelligence,https://www.capterra.com/p/200958/WOWinflow/,https://www.capterra.com/p/200958/WOWinflow/,5,3,"Predictive credit control. Save time, money, and avoid bad-debt.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/4cf551d7-77ef-449e-96f7-8e4eda22bb51.png,https://www.capterra.com/accounts-receivable-software
Church Management,ChurchBook/DataBase,ChurchMouse Development,https://www.capterra.com/p/9749/ChurchBook-DataBase/,https://www.capterra.com/p/9749/ChurchBook-DataBase/,5,2,"All church applications included for $150: donations and statements, bill paying, fund accounting, membership records annual reports",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/34d4758f-6d93-404f-b9d2-b00d245589a0.png,https://www.capterra.com/church-management-software
360 Degree Feedback,AlignMark 360 Feedback,AlignMark,https://www.capterra.com/p/206560/AlignMark-360-Feedback/,https://www.capterra.com/p/206560/AlignMark-360-Feedback/,4.7,6,"We offer valid content, flexible technology and humans with expertise to make this process meaningful with seamless integration.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/4bd91aae-bfde-4c93-99e1-2cb0067b1a8e.png,https://www.capterra.com/360-degree-feedback-software
Advertising Agency,AVID Ad Server,AVID Ad Server,https://www.capterra.com/p/156243/AVID-Ad-Server/,https://www.capterra.com/p/156243/AVID-Ad-Server/,4.8,4,"Cloud-based solution that helps manage, track and create advertisements using codes, Video Ad-Serving (VAST) templates & more.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/7c837806-8737-4c34-9ad2-98a6e7acce64.png,https://www.capterra.com/advertising-agency-software
Church Management,CrossReference,Vituramis,https://www.capterra.com/p/154078/CrossReference/,https://www.capterra.com/p/154078/CrossReference/,5,2,"Enables your leaders to work and manage the church as a team, and know who is truly involved at the touch of a button.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/33f27161-7ec6-453d-87ba-43af2dceace0.png,https://www.capterra.com/church-management-software
Church Management,ChurchInsight,ChurchInsight,https://www.capterra.com/p/17025/ChurchInsight/,https://www.capterra.com/p/17025/ChurchInsight/,5,2,A complete web-based church management system that integrates with a community web site solution.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/fbe8d499-480d-4cd5-aa1b-b8aae1978409.png,https://www.capterra.com/church-management-software
Accounts Receivable,Maxyfi,Maxyfi,https://www.capterra.com/p/265962/Maxyfi/,https://www.capterra.com/p/265962/Maxyfi/,5,2,"Maxyfi, an Accounts Receivable Automation software, aims to help businesses collect accounts receivables faster and maximize cash flow.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/434c99f8-193e-4646-8d42-4bdc8e007749.png,https://www.capterra.com/accounts-receivable-software
Church Management,Church Affairs,Church Affairs,https://www.capterra.com/p/156547/Church-Affairs/,https://www.capterra.com/p/156547/Church-Affairs/,5,1,"A cloud based church management system that gives you the power to totally manage the affairs of the church, from people to sermons.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/24c48b02-9a92-43b9-a144-dee935ad5a46.png,https://www.capterra.com/church-management-software
Accounts Payable,STRATOW Invoice,STRATOW,https://www.capterra.com/p/197872/STRATOW-Invoice/,https://www.capterra.com/p/197872/STRATOW-Invoice/,5,4,STRATOW Invoice is a self-service Extranet for your suppliers to exchange POs Invoices and share validation status with suppliers,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/ddf1b378-4d0f-4114-952b-a8744e2569a5.png,https://www.capterra.com/accounts-payable-software
Church Management,ChurchBOX,ChurchBOX,https://www.capterra.com/p/143086/ChurchBOX/,https://www.capterra.com/p/143086/ChurchBOX/,5,1,"A fully managed church management solution. Manage your events, online directory, rotas, emails and more all in one place!",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d7f8b033-9c0f-433d-aaad-88fd16af0435.png,https://www.capterra.com/church-management-software
Church Management,CristO,Boscosoft Technologies,https://www.capterra.com/p/157753/CristO/,https://www.capterra.com/p/157753/CristO/,5,1,Parish Management Software,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/d409f57e-a4c7-461c-8abd-cd9eeff37854.png,https://www.capterra.com/church-management-software
Church Management,ParishStaq,Pushpay,https://www.capterra.com/p/246261/ParishStaq/,https://www.capterra.com/p/246261/ParishStaq/,5,1,"Online giving, church management software, and a mobile app work together to make Catholic stewardship and evangelization effortless.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/3f0b6c29-431d-402f-bc64-ee48da371cdc.png,https://www.capterra.com/church-management-software
Church Management,SmartRoster,Davallia Technology,https://www.capterra.com/p/17776/SmartRoster/,https://www.capterra.com/p/17776/SmartRoster/,5,1,"Generate service or ministry schedules for churches, clubs, and family-based organizations.",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/58356371-abfa-4586-a20b-ae5511b11539.png,https://www.capterra.com/church-management-software
360 Degree Feedback,TruScore 360 Feedback Software,TruScore,https://www.capterra.com/p/106423/360-Assessments/,https://www.capterra.com/p/106423/360-Assessments/,4.8,4,We provide end-to-end 360 feedback services: customized hosting and expert guidance. Your content or ours.,https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/5fa99696-aeff-44b8-bb15-53336671b288.png,https://www.capterra.com/360-degree-feedback-software
Accounting,Docyt,Docyt,https://www.capterra.com/p/268096/Docyt/,https://www.capterra.com/p/268096/Docyt/,4.5,19,"Docyt is accounting automation software. Whether you need bookkeeping or just revenue or expense management tools, Docyt can help. ",https://gdm-catalog-fmapi-prod.imgix.net/ProductLogo/af618f0d-e5dd-4493-ba02-74ed0eb8e08c.jpeg,https://www.capterra.com/accounting-software
